id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
635010,2010,01/12/2010,1012011,4.0,RENT,1,Low,60000,1,15000, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,6.17,A,1,1.72,15077.27,15000.0,0.0,457.49,Northern-Irl
1066635,2011,01/12/2011,1012012,5.0,MORTGAGE,3,Medium,140000,2,28000, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,17.58,D,4,12.07,28411.15,28000.0,0.0,704.64,leinster
1068075,2011,01/12/2011,1012013,3.0,RENT,1,Low,31200,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,14.81,10904.24,10000.0,0.0,322.25,Northern-Irl
1069357,2011,01/12/2011,1012014,1.0,RENT,1,Low,45000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,8.48,16662.6,15000.0,0.0,469.36,cannught
1075358,2011,01/12/2011,1012016,1.0,RENT,1,Low,80000,1,3000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,17.94,3242.17,2233.1,0.0,67.79,ulster
146641,2007,01/11/2007,1022008,2.0,RENT,1,Low,52000,1,8000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.86,D,4,11.31,8231.55,8000.0,0.0,265.18,ulster
372839,2009,01/01/2009,1022009,7.0,MORTGAGE,3,Low,69000,1,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.58,B,2,21.86,15145.29,15000.0,0.0,495.21,cannught
474397,2010,01/01/2010,1022010,0.5,RENT,1,Low,40000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.87,C,3,19.32,403.34,274.68,0.0,403.6,cannught
651617,2011,01/01/2011,1022011,4.0,OWN,2,Low,36000,1,16000, 60 months,2,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,16.02,D,4,7.1,16215.0,16000.0,0.0,389.26,leinster
1068180,2011,01/12/2011,1022012,7.0,RENT,1,Low,49500,1,2500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.27,C,3,10.33,2529.9,2500.0,0.0,85.78,leinster
1068322,2011,01/12/2011,1022013,3.0,MORTGAGE,3,Low,43680,1,7000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.65,B,2,5.38,7687.73,7000.0,0.0,228.02,cannught
1069093,2011,01/12/2011,1022014,5.0,RENT,1,Low,30000,1,12500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.27,D,4,13.16,5577.75,2812.82,22.5,223.11,cannught
1062474,2011,01/12/2011,1022015,1.0,MORTGAGE,3,Low,84000,1,6000, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,11.71,B,2,18.44,7164.499852,6000.0,0.0,198.46,ulster
251214,2008,01/02/2008,1032008,0.5,RENT,1,Low,60000,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,8.0,A,1,9.82,6040.16,6000.0,0.0,188.02,ulster
376318,2009,01/02/2009,1032009,1.0,MORTGAGE,3,Low,53000,1,6800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.84,C,3,11.59,6872.96,6800.0,0.0,228.61,Northern-Irl
484627,2010,01/02/2010,1032010,7.0,MORTGAGE,3,Low,69000,1,18000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.22,C,3,17.57,18214.52,18000.0,0.0,617.12,Northern-Irl
673062,2011,01/02/2011,1032011,0.5,MORTGAGE,3,Low,36000,1,2000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,6.92,A,1,0.83,2011.8,2000.0,0.0,61.69,munster
1061519,2011,01/12/2011,1032012,1.0,RENT,1,Low,71000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,14.87,12430.36,12000.0,0.0,413.94,cannught
1068440,2011,01/12/2011,1032013,3.0,MORTGAGE,3,Medium,120000,2,26800, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.89,F,6,12.15,32887.69,26800.0,0.0,723.38,leinster
1068106,2011,01/12/2011,1032014,1.0,RENT,1,Low,90000,1,6000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,2.97,7041.293751,6000.0,0.0,198.46,Northern-Irl
1068202,2011,01/12/2011,1032015,10.0,MORTGAGE,3,Low,67000,1,25000, 60 months,2,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,13.49,C,3,14.15,23880.65,13833.2,2010.58,575.12,ulster
273445,2008,01/03/2008,1042008,10.0,OWN,2,Low,35000,1,2000, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,7.37,A,1,0.86,2012.48,2000.0,0.0,62.1,ulster
382766,2009,01/03/2009,1042009,4.0,OWN,2,Low,31776,1,3400, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,13.16,C,3,9.67,3437.69,3400.0,0.0,114.82,Northern-Irl
495747,2010,01/03/2010,1042010,9.0,RENT,1,Low,42500,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.36,B,2,5.56,12114.49,12000.0,0.0,394.94,leinster
703012,2011,01/03/2011,1042011,0.5,MORTGAGE,3,Medium,145596,2,4700, 36 months,1,INDIVIDUAL,1,medical,9,Low,1,Good Loan,0,6.92,A,1,5.36,4727.73,4700.0,0.0,144.96,munster
1071795,2011,01/12/2011,1042012,4.0,OWN,2,Low,40000,1,5600, 60 months,2,INDIVIDUAL,1,small_business,3,High,2,Bad Loan,1,21.28,F,6,5.55,646.02,162.02,189.06,152.39,ulster
1077430,2011,01/12/2011,1042013,0.5,RENT,1,Low,30000,1,2500, 60 months,2,INDIVIDUAL,1,car,2,High,2,Bad Loan,1,15.27,C,3,1.0,1008.71,456.46,117.08,59.83,leinster
1069356,2011,01/12/2011,1042014,1.0,RENT,1,Low,36852,1,6000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,10.62,7125.283165000002,6000.0,0.0,200.5,munster
1069126,2011,01/12/2011,1042015,10.0,RENT,1,Low,45996,1,10000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.65,B,2,21.73,8772.91,5495.38,847.3,215.69,cannught
332927,2008,01/04/2008,1052008,0.5,MORTGAGE,3,Low,52000,1,6400, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.34,C,3,16.98,6460.54,6400.0,0.0,210.56,Northern-Irl
390255,2009,01/04/2009,1052009,2.0,MORTGAGE,3,Low,82000,1,4500, 36 months,1,INDIVIDUAL,1,major_purchase,8,High,2,Good Loan,0,15.05,D,4,11.56,4556.64,4500.0,0.0,156.12,ulster
502816,2010,01/04/2010,1052010,3.0,RENT,1,Low,50000,1,3500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,7.51,A,1,2.42,3522.16,3500.0,0.0,108.89,Northern-Irl
660293,2011,01/04/2011,1052011,2.0,RENT,1,Low,28800,1,4000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.74,B,2,12.38,4036.09,4000.0,0.0,130.47,cannught
1060851,2011,01/12/2011,1052012,3.0,OWN,2,Low,31000,1,8000, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,11.71,B,2,16.22,8306.47,8000.0,0.0,176.79,ulster
1069971,2011,01/12/2011,1052013,10.0,MORTGAGE,3,Medium,110000,2,3600, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Good Loan,0,6.03,A,1,10.52,3785.02,3600.0,0.0,109.57,Northern-Irl
1055725,2011,01/12/2011,1052014,9.0,MORTGAGE,3,Low,35000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,9.7,9434.776936,8000.0,0.0,264.61,ulster
1061227,2011,01/12/2011,1052015,10.0,RENT,1,Low,50400,1,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,20.67,23808.91768,16050.0,0.0,416.62,leinster
342507,2008,01/04/2008,1062008,2.0,MORTGAGE,3,Low,81000,1,7500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,10.08,B,2,14.79,924.98,254.43,582.58,171.22,cannught
398765,2009,01/04/2009,1062009,0.5,RENT,1,Low,5500,1,1000, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,9.63,A,1,3.71,1008.23,1000.0,0.0,32.1,cannught
514306,2010,01/05/2010,1062010,3.0,RENT,1,Medium,142000,2,3000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.88,A,1,7.34,3019.97,3000.0,0.0,93.85,leinster
755250,2011,01/05/2011,1062011,5.0,MORTGAGE,3,Low,60000,1,6500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,16.92,6559.65,6500.0,0.0,212.78,ulster
1068882,2011,01/12/2011,1062012,10.0,RENT,1,Low,90000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,16.56,12699.48,12000.0,0.0,413.94,Northern-Irl
1070078,2011,01/12/2011,1062013,5.0,OWN,2,Low,72000,1,6500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.65,C,3,16.12,7677.52,6500.0,0.0,153.45,munster
1077175,2011,01/12/2011,1062014,10.0,RENT,1,Low,12252,1,2400, 36 months,1,INDIVIDUAL,1,small_business,3,High,2,Good Loan,0,15.96,C,3,8.72,3003.653644,2400.0,0.0,84.33,cannught
1063001,2011,01/12/2011,1062015,5.0,OWN,2,Low,31000,1,6000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,19.03,E,5,20.13,8933.345858,6000.0,0.0,155.75,ulster
350044,2008,01/06/2008,1072008,10.0,RENT,1,Low,68844,1,7500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,11.97,C,3,21.63,249.0,174.19,0.0,249.0,ulster
416355,2009,01/06/2009,1072009,4.0,MORTGAGE,3,Low,42000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.26,B,2,12.06,15141.18,15000.0,0.0,492.95,cannught
528985,2010,01/06/2010,1072010,10.0,MORTGAGE,3,Low,85000,1,4000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,7.88,A,1,6.49,4026.71,4000.0,0.0,125.13,munster
785695,2011,01/06/2011,1072011,3.0,MORTGAGE,3,Medium,130000,2,25000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,17.25,15903.22,15725.0,0.0,361.75,Northern-Irl
1064687,2011,01/12/2011,1072012,0.5,RENT,1,Low,30000,1,9000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,13.49,C,3,10.08,2270.7,1256.14,444.3,305.38,leinster
1068487,2011,01/12/2011,1072013,0.5,OWN,2,Low,39000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,18.58,11474.76,10000.0,0.0,334.16,ulster
1069238,2011,01/12/2011,1072014,1.0,RENT,1,Low,46000,1,12000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,8.11,13748.21311,12000.0,0.0,386.7,munster
1056770,2011,01/12/2011,1072015,7.0,RENT,1,Low,50000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.69,B,2,26.11,12207.97,9137.3,27.3,229.91,Northern-Irl
351801,2008,01/07/2008,1082008,10.0,RENT,1,Low,83004,1,5000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,11.28,C,3,13.53,164.35,117.35,0.0,164.36,cannught
423965,2009,01/07/2009,1082009,0.5,RENT,1,Low,24000,1,2100, 36 months,1,INDIVIDUAL,1,educational,14,Low,1,Good Loan,0,12.21,B,2,19.35,2121.59,2100.0,0.0,69.97,ulster
547808,2010,01/07/2010,1082010,10.0,MORTGAGE,3,Low,87950,1,24000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,10.75,B,2,13.56,24216.99,24000.0,0.0,782.9,Northern-Irl
819530,2011,01/07/2011,1082011,9.0,RENT,1,Low,55000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,14.79,C,3,18.04,16197.72,16000.0,0.0,378.88,Northern-Irl
1069243,2011,01/12/2011,1082012,4.0,RENT,1,Low,50000,1,12000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Bad Loan,1,15.96,C,3,20.88,3521.95,1903.66,578.94,421.65,ulster
1069539,2011,01/12/2011,1082013,5.0,MORTGAGE,3,Low,75000,1,31825, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.9,A,1,14.03,34886.08,31825.0,0.0,995.82,Northern-Irl
1069465,2011,01/12/2011,1082014,10.0,MORTGAGE,3,Low,100000,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,8.9,A,1,16.33,5021.37,4217.38,107.0,158.77,cannught
1069740,2011,01/12/2011,1082015,3.0,RENT,1,Low,43370,1,20250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,26.53,27663.04267,20250.0,0.0,484.63,munster
325397,2008,01/06/2008,1092008,3.0,RENT,1,Low,59000,1,7500, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,12.92,D,4,18.81,757.14,520.49,0.0,252.42,ulster
432820,2009,01/08/2009,1092009,0.5,RENT,1,Low,12000,1,1000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,13.57,C,3,14.0,33.73,22.5,0.0,33.97,cannught
561914,2010,01/08/2010,1092010,7.0,RENT,1,Low,71000,1,8400, 60 months,2,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,11.49,B,2,20.11,8480.63,8400.0,0.0,184.7,Northern-Irl
852793,2011,01/08/2011,1092011,4.0,MORTGAGE,3,Low,40896,1,23675, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.99,C,3,25.12,23933.3,23675.0,0.0,538.56,leinster
1069697,2011,01/12/2011,1092012,2.0,MORTGAGE,3,Low,92000,1,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,9.91,B,2,29.44,15823.48,15000.0,0.0,483.38,cannught
1069908,2011,01/12/2011,1092013,10.0,OWN,2,Low,75000,1,12000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.69,B,2,10.78,13943.08,12000.0,0.0,402.54,ulster
1069073,2011,01/12/2011,1092014,2.0,OWN,2,Low,61000,1,15000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Good Loan,0,14.65,C,3,11.88,18562.40042,15000.0,0.0,517.42,leinster
1057633,2011,01/12/2011,1092015,5.0,OWN,2,Low,25000,1,8450, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.77,D,4,22.51,12188.56442,8450.0,0.0,208.97,cannught
353317,2008,01/08/2008,1102008,1.0,RENT,1,Low,51000,1,2700, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,9.7,B,2,13.44,1828.76,1800.0,0.0,57.83,Northern-Irl
439226,2009,01/09/2009,1102009,3.0,MORTGAGE,3,Low,98000,1,1000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.14,B,2,11.64,1009.34,1000.0,0.0,32.81,Northern-Irl
579482,2010,01/09/2010,1102010,4.0,RENT,1,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,17.93,E,5,16.24,360.49,211.36,0.0,361.18,ulster
850440,2011,01/09/2011,1102011,6.0,MORTGAGE,3,Low,45000,1,7500, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Good Loan,0,7.9,A,1,19.02,7550.04,7500.0,0.0,234.68,Northern-Irl
1069559,2011,01/12/2011,1102012,1.0,RENT,1,Low,76000,1,6000, 36 months,1,INDIVIDUAL,1,major_purchase,8,Low,1,Bad Loan,1,11.71,B,2,2.4,2050.14,1305.58,269.31,198.46,ulster
1069057,2011,01/12/2011,1102013,3.0,RENT,1,Low,100000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,10.65,B,2,7.06,7471.99,5433.47,645.1,325.74,ulster
1069248,2011,01/12/2011,1102014,8.0,MORTGAGE,3,Low,80000,1,15000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,9.91,B,2,9.12,16177.77,13556.45,222.81,483.38,cannught
1066706,2011,01/12/2011,1102015,6.0,MORTGAGE,3,Low,83000,1,29500, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,20.3,E,5,20.93,45755.22998,29500.0,0.0,786.51,munster
323229,2008,01/04/2008,1112008,1.0,RENT,1,Low,65500,1,8800, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,10.71,B,2,13.08,8992.28,8800.0,0.0,286.9,Northern-Irl
449978,2009,01/10/2009,1112009,10.0,MORTGAGE,3,High,235800,3,25000, 36 months,1,INDIVIDUAL,1,home_improvement,7,Low,1,Bad Loan,1,11.83,B,2,2.51,1926.58,580.39,1100.32,828.35,ulster
590232,2010,01/10/2010,1112010,0.5,RENT,1,Low,70000,1,8000, 36 months,1,INDIVIDUAL,1,credit_card,1,High,2,Bad Loan,1,14.84,D,4,4.27,275.89,177.25,0.0,276.7,ulster
985292,2011,01/10/2011,1112011,8.0,MORTGAGE,3,Low,45000,1,5600, 60 months,2,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,21.67,F,6,4.16,5701.1,5600.0,0.0,153.62,ulster
1071570,2011,01/12/2011,1112012,0.5,RENT,1,Low,15000,1,5375, 60 months,2,INDIVIDUAL,1,other,4,Low,1,Bad Loan,1,12.69,B,2,18.08,1476.19,673.48,269.29,121.45,munster
1069361,2011,01/12/2011,1112013,2.0,RENT,1,Low,55596,1,10800, 36 months,1,INDIVIDUAL,1,moving,10,Low,1,Good Loan,0,9.91,B,2,5.5,12157.2,10800.0,0.0,348.03,ulster
1066766,2011,01/12/2011,1112014,3.0,RENT,1,Low,68000,1,7200, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Bad Loan,1,7.9,A,1,7.98,7730.87,6744.17,64.1,225.29,leinster
1067473,2011,01/12/2011,1112015,10.0,RENT,1,Low,42656,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.27,C,3,17.44,22394.08,16000.0,0.0,382.92,leinster
134737,2007,01/10/2007,1122007,0.5,RENT,1,Low,28020,1,5000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Bad Loan,1,8.7,B,2,1.8,530.49,244.8,214.13,158.31,leinster
361916,2008,01/11/2008,1122008,10.0,OWN,2,Low,75000,1,4800, 36 months,1,INDIVIDUAL,1,car,2,Low,1,Good Loan,0,8.0,A,1,17.81,4832.32,4800.0,0.0,150.42,Northern-Irl
459181,2009,01/11/2009,1122009,7.0,MORTGAGE,3,Low,84000,1,10000, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.53,B,2,20.86,10105.82,10000.0,0.0,334.67,munster
612693,2010,01/11/2010,1122010,3.0,RENT,1,Low,47200,1,10000, 36 months,1,INDIVIDUAL,1,small_business,3,Low,1,Good Loan,0,9.99,B,2,9.05,10083.86,10000.0,0.0,322.63,cannught
1025533,2011,01/11/2011,1122011,8.0,MORTGAGE,3,Low,90000,1,3600, 36 months,1,INDIVIDUAL,1,other,4,Low,1,Good Loan,0,12.69,B,2,8.92,3638.26,3600.0,0.0,120.77,leinster
1069657,2011,01/12/2011,1122012,2.0,RENT,1,Low,50004,1,5000, 60 months,2,INDIVIDUAL,1,other,4,High,2,Bad Loan,1,16.77,D,4,13.97,1609.12,629.05,260.96,123.65,Northern-Irl
1065642,2011,01/12/2011,1122013,4.0,RENT,1,Low,66000,1,13650, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,24.09,16011.18,13650.0,0.0,456.12,ulster
1047704,2011,01/12/2011,1122014,0.5,RENT,1,Low,25000,1,8500, 36 months,1,INDIVIDUAL,1,credit_card,1,Low,1,Good Loan,0,11.71,B,2,12.19,10122.20861,8500.0,0.0,281.15,cannught
1067654,2011,01/12/2011,1122015,10.0,OWN,2,Low,40000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,9.91,B,2,9.39,16282.75,12138.89,0.0,339.25,leinster
26170263,2014,01/09/2014,1102014,5.0,ANY,6,Low,35680,1,5000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,11.67,B,2,28.12,5048.625,5000.0,0.0,165.29,munster
231321,2008,01/01/2008,1022011,5.0,NONE,5,Low,22200,1,10000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,7.75,A,1,5.24,11239.56,9999.99,0.0,312.22,leinster
419640,2011,01/06/2011,1072015,2.0,OTHER,4,Low,32000,1,16000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Bad Loan,1,16.49,D,4,17.93,13789.87,8594.72,0.0,282.05,leinster
1067434,2011,01/12/2011,1012015,2.0,RENT,1,High,225000,3,25000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,Low,1,Good Loan,0,12.42,B,2,8.32,30071.72882,25000.0,0.0,835.39,Northern-Irl
68341763,2015,01/12/2015,1012016,10.0,MORTGAGE,3,Low,63000,1,20000, 60 months,2,JOINT,2,home_improvement,7,Low,1,Good Loan,0,10.78,B,2,10.78,0.0,0.0,0.0,432.66,cannught
1069639,2011,01/12/2011,1012016,8.0,RENT,1,Low,47004,1,7000, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,15.96,C,3,23.51,8136.84,5110.85,0.0,170.08,leinster
573283,2010,01/10/2010,1102011,6.0,RENT,1,Low,30000,1,8000, 60 months,2,INDIVIDUAL,1,educational,14,High,2,Good Loan,0,18.67,F,6,5.56,9402.2,8000.0,0.0,206.08,ulster
1065775,2011,01/12/2011,1012015,4.0,RENT,1,Low,42000,1,10000, 36 months,1,INDIVIDUAL,1,home_improvement,7,High,2,Good Loan,0,15.27,C,3,18.6,12519.26045,10000.0,0.0,347.98,ulster
1062177,2011,01/12/2011,1062013,2.0,MORTGAGE,3,Low,44400,1,15000, 36 months,1,INDIVIDUAL,1,house,12,High,2,Good Loan,0,17.27,D,4,3.59,17991.53,15000.0,0.0,536.81,leinster
1076863,2011,01/12/2011,1012015,10.0,RENT,1,Low,49200,1,10000, 36 months,1,INDIVIDUAL,1,other,4,High,2,Good Loan,0,13.49,C,3,20.0,12226.30221,10000.0,0.0,339.31,ulster
1062535,2011,01/12/2011,1122014,6.05,MORTGAGE,3,Low,42000,1,3000, 36 months,1,INDIVIDUAL,1,renewable_energy,13,Low,1,Good Loan,0,9.91,B,2,4.29,3479.273807,3000.0,0.0,96.68,cannught
1068292,2011,01/12/2011,1122014,10.0,MORTGAGE,3,Low,30000,1,2100, 36 months,1,INDIVIDUAL,1,vacation,11,Low,1,Good Loan,0,12.42,B,2,19.72,2552.485243,2100.0,0.0,70.18,leinster
1075269,2011,01/12/2011,1012015,3.0,RENT,1,Low,36000,1,5000, 36 months,1,INDIVIDUAL,1,wedding,5,Low,1,Good Loan,0,7.9,A,1,11.2,5631.377753,5000.0,0.0,156.46,munster
1069759,2011,01/12/2011,1012015,0.5,RENT,1,Low,28000,1,1000, 36 months,1,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,16.29,D,4,20.31,1270.171106,1000.0,0.0,35.31,cannught
1072053,2011,01/12/2011,1012015,9.0,RENT,1,Low,48000,1,3000, 36 months,1,INDIVIDUAL,1,car,2,High,2,Good Loan,0,18.64,E,5,5.35,3938.1443340000014,3000.0,0.0,109.43,ulster
1060644,2011,01/12/2011,1122012,7.0,MORTGAGE,3,Medium,120000,2,24250, 60 months,2,INDIVIDUAL,1,debt_consolidation,6,High,2,Good Loan,0,23.91,G,7,12.96,22188.25,18100.0,0.0,519.76,munster
